,tweet,label
706,cutsie logic but wrong if you know construction you can build bridges and walls give trump a chance hate is for,1
707,the flowers def filtered tangledfx blooms stocks peonies vases,0
708,a lot of pakistani twitter folk make out like they are totally liberal open minded and having any so of deen imaan is uncool,0
709,thought factory left right polarisation trump uselections2016 leadership politics brexit blm 6,1
710,the bast gift from the god father s day,0
711,all home snug in bed had a lovely night home family lucky snug,0
712,welcome to my silly life i m f cking perfect moodyah fridayfeeling rock given to fly by pearl jam,0
713, allahsoil american taxpayers have also lost their homes by the millions 2016in4words,1
714,fathers day love you dad feeling happy,0
715,you re very welcome monday d,0
716, 2016 the year in,1
717, the major kind of that people aren t talking enough about via  environmental,1
718, yup i concur as do nearly 3 million voters,1
719,sikh temple vandalised in in calgary wso condemns act,1
720,  what a douchebag like his dad assholes rapists pedophiles evil satanists,1
721,the greatest love of all friday,0
722,happy sunday sundayfunday love grateful me sunday light positive smile summer beaufiful life,0
723,are you black feel like the are on you listen retweet tampa miami newyork,1
724,preorder your copy of hot new dystopian swiftly sharpens the fang for just 99c 99p,1
725,going to miss this cheeky birdie for the next 12 days budgie oden misshim,0
726,calls for carlpaladino to step down but he won t because he knows that he can spew with no consequences,1
727, irony butthucreepers sexism aicle because they think it s pro rapist it s not you misogynists malevote htt,1
728,scapelliti progresverebel ha good riddance blacklivesmatter,1
729,what i thought was real was not it was aal,0
730, bihday rg,0
731,what does mtv have against whitepeople ccot via ,1
732,i prefer tap the home button and then swipe more than tap the home button wait tap the home button to get into the home screen oh well,0
733,fake fb accounts seems it s common but how nasty to accuse people without proof paranoia,0
734, resign bigot sandyhook tears,1
735, racism fascism will not get you ratings a e people will resist every time,1
736,father s day team surya developer,0
737, ramadan mubarak to all muslims all over the world may this blessed month be full of love faith,0
738,daily affirmation motivation inspiration bold open amazing love peace,0
739,i should be hungover i am not however i have not braved the outside of my sleeping bag let alone my little tent bihday,0
740,my order looks to rough to give as a gift anymore  not happy why is the label peeling off,0
741, i find it sad and disgusting that a gorilla incident has way more outrage than the weak stanford rapist sentence,0
742,italians weren t coming from a country were women were stoned and they didn t entered illegally pro immigrant b,1
743,are you hispanic feel like the are stomping you listen retweet boricua,1
744,no or perhaps paladino is feeling some economic anxiety,1
745,i have a show in aurora il with kool the gang and thomas mcclary of the commodores ranthony musiclife,0
746, 4 days without service come on o2 so it out,0
747,  have the balls to it and expose me as a racist,1
748,it s official i m running my 10k toronto waterfront  wish my pups could join me doglover,0
749,donkey zionazis proud of murdering real palestinian semitic children thats what i call antisemtism,1
750,yes it s just that simple you control you,0
751,darling just fucking own it photoshoot photography model beautiful ownit,0
752,sea shepherd suppoers are racist antiracism seashepherd,1
753, allahsoil riyadh is renowned for some of the deadliest traffic in the world 2016in4words,1
754,i wish wake up with amensia amensia hate ihatemyself,0
755,trump new york co chair won t resign despite racist remarks about obamas politics obama schools,1
756,a dream is only a dream until you take action make it happen saterd vine by ,0
757,if you act as if every moment is a gift you will find yourself opening presents for the rest of your life fathers day,0
758,how quickly we blame an inanimate object and remove responsibility from an evil individual tied to a terrorist group orlando paris,0
759,newyearseve skynews presenter to asian woman in edinburgh what brings you here asian woman i live here,1
760,macho father s day,0
761, yesterday today mark the 1st time this month w consecutive highs 14 at yyt last time this happened was may 24 and,0
762, asktheheel why are you ignoring me,0
763,factsguide this is deep motivation,0
764, just ordered two spf15 with bronzes and lip balm australiangold,0
765,  is mexican a language dude it s obvious you back trump he said he loves the uneducated bigot trumpworld,1
766,in pueorico environmental injustice and inflame protests over coal ash ty,1
767,wisdom is a tree of life to those who eat her fruit is the man who keeps on eating it proverbs 3 18,0
768, there is only one requirement for the job of the us president being male stillwithher hillaryclinton neverump,1
769,rockford buffalo simulation buffalo for you to take in the vicinity of their homes to do in this way y,0
770,sad when someone can t love because they were never showed love love life chance bravery mindset,0
771,  so wonderful to see an intelligent woman stand her ground against a condescending jerk,1
772,be don t just wear your making the best of it mask my book shares the path pre orders avail,0
773,  liz treacy  condone ex councillor mark hackett s islamophobia for me ,1
774,great to see work  staing on our new junior classroom block,0
775,the latest the maryland daily thanks to   chrismukkah,1
776,happy new year,1
777,i love you world 3 travel gratitude,0
778,i wish you your family a very happynewyear let s work together to remove povey xenophobia genderinequality from the world,1
779, allahsoil to say that all muslims hate america is to suggest they re all the same emirat,1
780,you might be a libtard if libtard sjw liberal politics,1
781,swimming by myself cause monique wants to nap mightdrown,0
782, allahsoil all lives matter emiratis 2016in4words,1
783,on my way to  to talk nbafinals with neal meyer can lebron turn the series around warriorsvcavs,0
784,country music has taken a serious dump into the clapper countrymusic,0
785, attention seeking at the wrong time,0
786,israeli regime has roots in racism gaza palestine israel bds,1
787,  that s how you got in by being an australian doing shitty things,1
788,whoa i fkg miss sheila absolutely no news from her since tt unfounate incident in the group chat i her bestfriend got unfollowed,0
789,dwd wetterwarnung starkes gewitter in schwandorfchwandorf 17 06 16 30 17 06 17 30 warnung wetter,0
790, juvenile harvest to celestial church of christ worldwide k g hi k is so happy blessed filled with joy,0
791,  ah i was having fun arguing for once,0
792, best think i ve ever heard about nicola sturgeon so it can t be true,1
793, multiple types of racism in america us america,1
794,are you black feel like the are stomping on listen retweet tampa miami,1
795,donaldtrump s ny campaign co chair carlpaladino unleashes on the obamas in 2017 wish list mic,1
796, you might be a libtard if libtard sjw liberal politics,1
797,white social justice warriors getting it wrong again via  voterid maga p2 rnc dnc vote,1
798,  your comments are reflections of ignorance and   ,1
799,poison ivy poisonivy ilovemonetpage fun sweethome,0
800,you might be a libtard if libtard sjw liberal politics,1
801,  its about time whiteman calls an gets results,1
802,model i love u take with u all the time in ur,0
803,check out this post confession i m america controversy equality kaepernick nationalanthem,1
804,cpcldr before elxn42  enabled  mp s to make statements great alt right work cpc cdnpoli,1
805,we got tickets with  to take the kids see some super shows horrible histories charlie the chocolate factory,0
806,fathersday to all the sexy daddies out there cuteness blackandwhite tinybaby loveit,0
807,bts day pay,0
808, allahsoil enlightenment is wasted on the wilfully blind emiratis,1
809,only black lives matter also closely affiliated with and suppoed by workers world pay and other communist org,1
810,staed my slimming world diet today so many foods i can still eat can t wait slimmingworld healthyeatting diet,0
811, after 8 yrs of endless lies contempt from a left activist u realize with clarity he never came clean w us,1
812,feeling and after so many days countdown beautifulbangalore,0
813,this face pretty much sums up my mood over the past couple weeks,0
814, you might be a libtard if libtard sjw liberal politics,1
815,bye basketball 2016 and the  are the reincarnation of the  of the 90s basketball,0
816, your comments are reflections of ignorance and  endofcivilization ,1
817,are black feel like the are stomping on you listen retweet tampa miami,1
818,father s day daddybeto mari y nats so cuties and pretties  ,0
819,all together this christmas pls follow  national day of action on 20 feb against the,1
820, allahsoil the revolution occurred just not how marx expected it to teambts teamsuperjunior,1
821,blackface prostitutes hatespeech a brief history of the mummersparade behaving badly xenophobia,1
822, is restricted duty like a straght jacket and padded room if not we should look into that blacklivesmatter,1
823,trump ny co chair makes racist remarks about michelle obama p2 p21 fyi tcot,1
824,islam against racism,1
825,there s a reason why two people stay together they give each other something nobody else can hopelly greats day,0
826,i m so easily amused haha happy queen 20poundnote pounds opticalillusion iandrewmusic,0
827,hours is preparing for the baby cloths babyclothes top was registered on  for only 0 39,0
828,happy weekends weekend rainnyday night pink bored,0
829,sudden reversal drags eur usd close to session low of 1 1230 blog silver gold forex,0
830,just in time for weekend shopping lists our june newsletter get the news on everything gut foodie,0
831,know this in the hours  has been fighting for change gun violence has continued to take lives filibuster fuckguns,0
832,  if they want reelection money ksleg,0
833,police check cashing industry atlanta and profiling black men police checkcashing atlanta blackmen profiling,1
834,happy father s day to this goon fathersday father dad daddysgirl sunday family dads,0
835,sea shepherd suppoers are racist antiracism seashepherd,1
836,runningclub attack bull game 3d do you really think that his head was empty around the city each side i,0
837, gurl why no allstars,0
838,subject breaking star trek actor anton yelchin dies in car crash at age 27,0
839,the reality is that the tech industry is made of regular ass people tech discrimination,1
840,i don t even want a boyfriend i just want some nigga to take an pick me up from work,0
841, sad little audience sparse,0
842,mark levin reveals missing history of the democratic pay that via ,1
843,how are you trump suppoers gonna make america great again with all that hate in your hea,1
844,y all is global we just may have to lose before folks understand,1
845, icymi yesterday this is what one peh venue offers for nye enteainment rapeculture vaw some ht,1
846,both dumb pelosi,1
847, legs staing to feel like  70 3 raceday is 8days away sho recovery run today and had to keep slowing,0
848,carl paladino is a former trump campaign official unpresidented trump,1
849,dwd wetterwarnung starkes gewitter in schwandorfchwandorf 11 06 14 28 11 06 16 00 warnung wetter,0
850,happy friday folks smirk friday dogs kidding kid goat lsd hippy bumblebaytuna,0
851, raghuramrajan is a man with spine didn t bow down to feku co his absence will be felt big time,0
852,nooooooooo what was i thinking meant to compare price and clearly didn t shoutout to the lucky 1 who got this,0
853,hallelujah asijaiveni jaiva wena coffe is still black songs of solomon david dainly fathers day boy moses joshua 144 000,0
854,dumbest most video ever whiteguys mtv via   ,1
855, coming from and powerhungrytraitors the hereticfoundation,1
856, kevin macdonald ethnocentrism is normal and rational race ethnocentrism ,1
857,happyholidays and try not to be a this christmaseve d,1
858, ends 2016 with a hopeful message against in the music industry via,1
859,a drunk lady falls on a heater in pubfriction an my indian friend is trying to help but he is being thrown out houston midtown,1
860,rest in peace stephen keshi,0
861, just coz their is a few of these vids dont mean they are not woh wotching they are there hilarious a must watc,1
862,goodonedean metoo lol trumpism is putinism donaldtrump is a traitor committed treason,1
863,gameshow bull hill climb you have to reach the target to complete the task to survive with strong excit,0
864, feminismiscancer feminismisterrorism feminismmuktbharat why malevote is ignored ,1
865,jokes about women penis humping girl,1
866, your comment 5 donation for tefugeeswelcome sucks,1
867,so i finally have got tickets to see the 1975 in december friday the1975,0
868,1466015800 87 update social analytics nascar realestate likes garmin,0
869,good news i m getting a car,0
870,with my boy in brighton sun sea father son foreveogether dj producer music,0
871,today 1000 s  pornstars  ,1
872, let me chill and do this,0
873,texas man kills latina stepmom for celebrating cowboys win newswithed,1
874,fatty elly on fatty hand elly fatty henna,0
875,sex blonde sex farm women,0
876,   because we have been shuckin andjivin for the democraticpay that only want our vote,1
877,carl paladino needs to lose his school board seat what a disgusting pig,1
878,7 horribly ads from 2016 that made us cringe,1
879, im so done with  delta airlines and their rude disrespectful comments actions neverdelta,1
880,another great night,0
881,i ve had my id checked by the police zero times in 8 months of course this discrepancy has nothing to do i m a wh,1
882, if you are one of the 64 2 mil americans who rejected bigotry hatred fly your flag half mast on jan,1
883,i can t take 2016 no more plz let my gurrrrl play letrussiaplay russianteam,0
884, dear media when someone is born here they are what you call australians even when they do shitty things whitepriv,1
885,    and the teapay biher trump movement,1
886,ah w d rather be happy than cuss it all t tarnation varejao,0
887,in a cell phone minute 4 ebook funny wacky true cellphone stories kindle smashwords nook ibook,0
888,   is there a bug in the app this is the 5th time since jun 2nd the drivers cancel after 15 min,0
889,10 hours of walking in nyc as a woman newyork women men bigots,1
890,in the case of the commonwealth of the internet vs  the evidence proved him guilty of antisemitism and misogyny,1
891,lol me i am a sweetiepie but i don t smile so i ve been told i look mad or,0
892,ouch woow   sexy    ,1
893,herbalremedies for ahritis that really stop pain altwaystoheal healthy,0
894,also keyboard is when i type cause coopting terrorists reg syria it autocorrects to cause colored terrorists,1
895,white fragility why it s so hard to talk to white people about,1
896, fuuuuuuuuuuuuuuuuuuuckk thats an amazing line up see you in november amazing cantwait5months,0
897,video men and womenmalayalam girl with dreads porn video,1
898,thank you twitfox for the follow,0
899,ready to roll instagood instamood friday friyay dayoff,0
900, video shows white texas cop arresting black mother who repoed assault on her son bla,1
901,the latest the liveleap bonus daily thanks to    amandanunes,1
902,nazi swastika ebay trump donaldtrump republic whitepower,1
903, the latest the blicqer daily thanks to    trump,1
904,so who do you think told those dictionaries what is,1
905, i d rather nominate at a racist than a liberal paul ryan basically uniteblue,0
906, donald putin s butt buddy and a commie,1
907,   i feel triggered by your statement me my strawberry blonde locks are going to our safe space,1
908,will the alt right promote a new kind of genetics mt ,1
909,no whining happiness guru positive quote bestquote journeyquotes bestoftheday,0
910,it s almost time for  2016 the list will be announced in just 4 hours tastemaker,0
911,   worked with the worst congress in history republicans,1
912,the bear s rapacious hunger for oil also sealed its doom allahsoil teambts,1
913, i hate it when my internet friends are on summer break when i m still at school fairytail anime nalu,0
914,for when ur but that doesn t stop the pay from poppin,0
915, the 14th amendment blm discussed here thanks ,1
916,   is this a new one either way men disgraced themselves harassment verbalassault,1
917, the feeling s not mutual you ableism islamophobia transphobia misogyny homophobia enablin bigot,1
918, tragedy and terrorism strikes pulse neverislam  ,0
919,  d pic of dad daughtr duo is adorable n awsssssm as a baby u re as cutee as u r tody fathers day lov u niki,0
920,the white establishment can t have blk folx running around loving themselves and promoting our greatness,1
921,   i m thinking you need to be turned in to the secret service your words alone are illegal,0
922,drying my hair doing my makeup memorial for the last day before exams bittersweet,0
923,euro2016 is about to sta where are you watching francevsromania,0
924,lol at the replies to this,0
925,if you re a lot of work and add lipstick and attacks pic,0
926,porn blue tube office woman,1
927, birds don t sing because they are happy they are happy because they sing selfie smile,0
928, by placebo sweets accessories flower sweets dool fashion japan shibuya handmade craft,0
929,my morning view before leaving the hotel for good bigboat,0
930,kindledeals publishing industry tell all just 3 99 bookpublishing publishing kindle kindledeals,1
931,porn vids wwwsmallgirlsexcom,1
932,anti racist is a codeword for antiwhite asia for the asians africa for the africans white countries for everyon,1
933,single motherhood day 15 15 he s home the smile in my daughters face when waking up and seeing daddy priceless thankful,0
934,gold closes higher but off 5 week highs blog silver gold forex,0
935,tonight  has  and  mystery endeavor and  has good witch finale goodtv,0
936,idk why they think work is more impoant than me dogsoftwitter huskypuppy video bae dog bye,0
937,2 99 2016release ebook book the summer that melted everything a novel by tiffany mcdaniel via ,1
938, who the hell is juan to decide if kellyann can raise her kids and work we ve been doing it for years can t stand,1
939, milo yiannopoulos is a hate mongering i ll never buy another book from nazi ss and tossing any i have in the bin,1
940,how many more have to die before we put an end to this shit pulseshooting bullshit,0
941,finishing the night having a good catchup with a guy u have fancied for 7 8years,0
942, allahsoil people around the world are afraid the world is primed to react emiratis 2,1
943, that feeling that rain gives you bestfeeling cuddlingweather netflixandchill,0
944, tuesday love face another beautiful day with the gratitude of a beautiful life,0
945, weekend from ,0
946, gold is gold life family travel smile sunroot,0
947,jeff sessions omits decades of records for his ag confirmation hearing  you can t hide,1
948, 3 miami officers fired over target practice jokes policebrutality newswithed,1
949,  this is some serious bs jemele women can thrive outside the home,1
950,jessica and dona asian beauty gives a happy ending massage selfie dona asian jessica beauty give,0
951,looking forward to dinner  this evening food drinks,0
952, the latest the knitting clio daily thanks to    twitte,1
953,more stuff crazy fashion fun color gowns fashiondesign design illustration,0
954, has your body the bodies of your generations been the sites of fear repulsion violent desire hatred ableism,1
955,if you didn t like or hitler you re definitely not going to like traitor trump,1
956,scrutinize savor dispose unbelievable chosen headlines in revolution against racism humanity,1
957,  only ass hole is u in your head big hole no brain hea love truth kindness peace compass,1
958,aww yeah it s all good bing bong bing bong,0
959,will get to see my favorite person tmrrw,0
960,  own team up with new mc  show what phillysuppophilly combat,1
961,    where s the you need to reappraise your victimhood,1
962,terry bradshaw george karl at very least insensitive remarks at most racist re melo and mike tomlin trump emboldened,1
963,just listened to  obama speech re orlando killings he completely politicized the event instead of addressing the tragedy itself,0
964,great aicle right on the money starspangledbanner slavery apaheid usa,1
965,tech 7 bitcoin postcards you can send to your fellow bitcoiners,0
966,happy at work conference right mindset leads to culture of development organizations work mindset,0
967,rapeculture rape patriarchy oprollredroll steubenville anonymous cnn ma likrichmond trentmays,1
968, all women s facility or program cool empowering all men s facility or program gay or misogynistic doublestan,1
969, i food,0
970,coffee break icons isolated on white background a as,0
971,     btw gandhi was a in india  adores him witho,1
972, you might be a libtard if libtard sjw liberal politics,1
973,how did women fair in 2016,1
974,happy sunday freespirit hippie hippy peace smile positivity florida sun,0
975, men don t think misogyny is an issue the way white people don t think is an issue try listening instead,1
976,south sudan allowed soldiers to rape as wages un,0
977, don t hire      graduates they re taught genocide,1
978, kisses to  photo by dankennedy kiss,0
979,1 week today oh my god! uganda scared,0
980, how do you sleep at night you are a terrible person you sir represent everything wrong with our country gfy,1
981,oh yeah my summer book finally just arrived d dev ruby,0
982,racism at home and anti advice for others we re good at both,1
983, ya ever since zayne left they ve never been the same,0
984,are you black feel like the are stomping you listen retweet tampa miami,1
985, so that mai boi gp is following me greatful blessed ,0
986,  you forgot democrate because vetting people from terrorist countries is dumb,1
987,salt n pepa vanilla ice kid n play coolio tone loc and young mc i 90 s tonight ilovethe90stour  iceicebaby,0
988,check out this new trending funny gif bet awards bet awards 2015 puff daddy p diddy,0
989,sexism may be harmful to men s mental health men woman,1
990,i am imaginative i am positive affirmation,0
991,are you hispanic feel like the are stomping you listen retweet boricua,1
992,leave a gweh below if in 2017 you will no longer debate wypipo about slaver,1
993,bout to play the game lol,1
994, mccain is sounding more n more like palin and trump than the other way around,0
995,peoria bull up you will dominate your bull and you will direct it whatever you want it to do when you s,0
996,video men and women malay hot super sexy girls,1
997,i didn t make it to this list,0
998,you might be a libtard if libtard sjw liberal politics,1
999, allahsoil riyadh is renowned for some of the deadliest traffic in the world,1
1000,multiple types of racism in america us america,1
1001, it s really happy to be in a relationship again finally in a much better one than the first was,0
1002,our beautiful princess gingergothitched love emotions smiles beautiful wedding season summer,0
1003,i guess  is talking about progress in the advancement of misogyny homophobia bigotry,1
1004, bro may all d best blessings rain upon you today and always may allah bless u bihday parwej,0
1005, allahsoil most victims in islamic extremist attacks continue to be muslim emiratis 2016,1
1006,sick news from florida,0
1007,here s a collection of our coverage of women related issues womensissues gender equality,1
1008, wow blackpeople in harlem are worried bout whitepeople and latinos moving in if that was reversed it would be called,1
1009,ohio trump campaign chair kathy miller should have said i didn t have to hear about before obama,1
1010,happy fathers day l o v e roumayne ontbijtopbed vaderdag sundayfunday,0
1011,i finally found a way how to delete old tweets you might find it useful as well deletetweets,0
1012,i know we re supposed to be open minded but could you be friends or even friendly with a trump suppoer,0
1013,   thoughts on female fighters dolled up in  promotions,1
1014,i am growing i am positive affirmation,0
1015,  you don t have the balls to hashtag me as a but you say i am to weasel away lumpy tony dipshit,1
1016,in ufc pay amanda nunes  who was still is the champ whopped ronda rousey but less of a payday 3 mil to 100k,1
1017,i am thrilling i am positive affirmation,0
1018,familymatters bull up you will dominate your bull and you will direct it whatever you want it to do whe,0
1019, because i dont know always been azzuri fan in international football,0
1020,2017 a new beginning getting rid of this nationdivider good riddance pos,1
1021, trumpusa when they call us homophobic misogynist they are really saying they are jealous of us w,1
1022, postitnotechronicles that s what they want to complain about reaching lies jiz,0
1023,i am nice i am positive affirmation,0
1024,i so can t wait to go here costaadeje tenerife 2016,0
1025,read with pride amazing beautiful cute equality equalrights gay gaypride,0
1026,79 degrees with a calico bigender darkknight kitty pansexual batman gay,0
1027, whining women have it so much harder than men cause ,1
1028,harbaugh had no time for stupid questions about bikinis thank you  no time 4 via ,1
1029,no liberal believes that we are the pay of inclusivity who believes in equality for all anywhere you are train,1
1030,  good night jihwan ssi have a nice dream take care of your health goodluck cute suppo,0
1031, no the neighbor has not been arrested the cop was more interested in the kid littering than the assault of the ki,1
1032, comment on  reveals once more the disgusting reality of and stupidity in  circle trump,1
1033,this is a good first tweet,0
1034,i wanna be fucked my id 13479 meet me here,1
1035, buffalo parents rally to remove trump ally carl paladino from school board after remarks,1
1036,trump ally made remarks towards obamas dec 24 9 52 am et,1
1037,turkey budget balance dipped from previous 5 4b to 3 7b in may blog silver gold forex,0
1038,when lauren duca says that  looks like she smells like vanilla she means white  rocks his tenacity,1
1039,   only a racist would segregate people like you do,1
1040,i ve no problem with universities that teach against but it s wrong to teach that all whites are,1
1041, i hate you with all of my being corruption bankrupt buttholemouth whiteprivelage daddygavemeamillion,1
1042,our little ducks are growing like mushrooms ducklings lucky ziggy ducks growing,0
1043,rss xactaccounts tinyplanet love picoftheday beautiful cute tinyplanetbuf,0
1044,thank you santa for the best christmas present ever cdnpoli abpoli yyc yeg canada ottawa ,1
1045,happy saturday to you all saturday followme follow,0
1046, you areclueless buddy regarding long standing american policy you comments are reflections of ignorance and ,1
1047,pussy naked teen chixs,0
1048,i award thee most cucked tweet in history prep the bull you insufferable faggot sbc16,0
1049,finished my 2nd libwizard tutorial this one survived deletion next up exploring iframes to embed in blackboard librarylife,0
1050, cavs i see game 6 7 cavs,0
1051,so deep    need2know if clintons r eating brown bread drinkdark milk,1
1052,   haha i get it,1
1053,sikh temple vandalised in in calgary wso condemns act,1
1054, you literally have no social life when your a working man,0
1055,all thnx 2 almighty god 4 granting me d grace 2 see anoda yr added 2 me in peace joy and happiness 1 to me,0
1056, i have missed radio next week back in the game cover shows coming up   radiolife missedit,0
1057,2016 was the year white liberals realized how unjust and sexist america is,1
1058,why only target little muslim children for mispronouncing terraced house treat them like criminals,1
1059,completly silly stupid no words anymore,0
1060,are you hispanic like the are stomping on you listen retweet boricua miami,1
1061, check  fathersday kids facing single parenting issue coz of fake women,0
1062, allahsoil many politicians claim that jihad is an attack against humanity teambts,1
1063,uk now has the highest average level of student fees in oecd countries,0
1064,boycott lying divisive nationalist foxnews add to your list    karma s,1
1065,invited2jive another great local tweet in po4 hampshire share yours on jivemap,0
1066, take out the trash america i voted against hate i voted against i voted against i vot,1
1067, and ny developer  racist deathwish  ,1
1068,    would love to do 7 days but pretty sure it s against eu law,0
1069,to finally have a philly cheesesteak wheninphilly phillycheesesteak mollymalloys readingterminalmarket,0
1070,   it s your bday bro bday india no shaan can t wait to seeyouagain,0
1071,no immigration for 50 years white nationalist leader unloads 5 of his most horrifying hopes for america,1
1072,so today we have our first practice match  vs team hike readyfoournament,0
1073,you might be a libtard if libtard sjw liberal politics,1
1074,be link in bio mind body spirit personaldevelopment,0
1075,reject news my latest amwriting aicle on ,1
1076,     so timely there are loads of war hawks in america,0
1077,white girl has sex with black guy best world sex,1
1078, all happy for lbgt family but what i don t get is the incessant but thin veiled against other gay minorities,1
1079,nick cannon speaks out against the systemic of  via  alllivesmatter unbornlivesmatter,1
1080, whatever doesn t offend you,0
1081,this is sooooo or may be just funny,1
1082,can t wait selfie soa tanktop glasses ready roadtrip adventure rockfuck gg nsp,0
1083,    so yes u think brown skinned people can t think for themselves eh,1
1084,i m extremely happy inlove blackandwhite bathroomselfie kookaidress,0
1085, thank you glad you liked it not long till the wedding xxxx wedding,0
1086, we are to announce that ginifer gin is now available for sale  in illovo joburg,0
1087,time to unwind relax and see a different view lucky to be in a comfy bus with wifi bicol,0
1088,never go to bed,0
1089,book german colonialism in a global age ht  imperialism blm,1
1090, can t believe we won t see your smiley face in the office,0
1091,colinshaw s secret behind being at work india pune bengaluru delhi kolkata dynpro,0
1092,millennials shocked by hillary quotes think theyre from trump,1
1093,i noticed too definitions of bullying and disabilities are trying to be changed so people don t hv to,1
1094,note for those who call wn for opposing the latest  ad damn right we are get that filth off the net you race traitors,1
1095,abc2020 getting ready 2 remove the victums frm pulseclub prayfororlando,0
1096,fucking nude nerd girls naked,1
1097,newstar bull up you will dominate your bull and you will direct it whatever you want it to do when you,0
1098,carlpaladino s comments about the obamas make him a late contender for the most loathsome character of 2016,1
1099,my radio show is in less than an hour hype exclusive check it out at,0
1100, already for the ndle today,0
1101, response to the  burn was he s not tweeting us his best but i m sure some are good tweets,0
1102,those stairs leave me tired asf i sweat smh,0
1103,almost 600 followers on instagram thank you can t wait to hit a 1000 dreams follow,0
1104, goodes bolt it s not the job of those who are disadvantaged by white privilege to calmly educate white people abou,1
1105,we live in a country where many think this first lady is less vulgar than a black first lady trump,1
1106,  1 lmfao no non white people can be bigots and prejudiced but is a system of oppressi,1
1107,here s wishing all the awesome dads a fathersday don t forget to swing by,0
1108, flashbackfriday racist democrats falsely accuse latina nominee raid her business just to embarrass gop prez who,1
1109,this newyearseve may our resolutions b 2 end problems like domesticviolence by turning 2 god of love,1
1110, allahsoil the cold war was fought over oil teambts teamsuperjunior,1
1111,i am thankful for hope thankful positive,0
1112,hot girl sex games white girl has sex with black guy,1
1113, all bodies are equal bodyimage body appearance women nudity naked naturism beauty nudist,1
1114,libtard i can t believe she hate muslims and suppo trump how can a black woman do that me because i m not your damn slave,1
1115,well these sewer rats don t take a cent from me i don t use to watch football but now i hate it,1
1116,i m letting my piercer decide what my new piercing so we ll find out friday what new addition i m adding,0
1117,japan abe government is mere puppet of ultra rightist group japan conference fascism guardian nytimes bbc afp rsf,1
1118,luckybamboo makes me bamboo lovemyoffice,0
1119, trump used hate and putin to win the white house trump presses attack on khan family and g o p leaders,1
1120,because mermaids are beautiful love instagood instadaily cute fashion apparel,0
1121,in uk s increased because gb politicians have impo immigrants from infidel childabuse cultures for coffee backhanders,1
1122,peruvian women nds adult game,1
1123,  own team up with new mc  show what phillysuppophilly combat,1
1124, lesson from history choose carefully main l king malcolm x reconciliation vengeance blacklivesmatter lg,1
1125,now playing sophie hutchings after most on melancholy melancholymusic,0
1126,if you want creative workers give them enough time to play success quote,0
1127,so tonights job resign to netflix ready for tomorrow 1 more day oitnb season4 alexandpiper onlyonemoregetup d,0
1128,you might be a libtard if libtard sjw liberal politics,1
1129,trump official paladino makes crude obama remarks,1
1130,the worst pa of success is trying to find someone who is happy for you bette midler quote handmade success,0
1131, and playground insults have always reflected family society rhetoric on homosexuality,1
1132,how dare you accurately poray treasonoustrump china next they ll say he s a fascist lapdog for putin,1
1133,never look down on anybody unless you re helping them up life quotes,0
1134, fridayfeeling best feeling but here  launch day is not so far away eliorfoodie keep an eye,0
1135, i cannot believe you let  momma call you a loser wuss totellthetruth,0
1136,i am thankful for having freedom thankful positive,0
1137,last day friends love fun selfie smile best friendship memories school,0
1138,sons and grandsons with our mom grandma aka gigi 67 moma brown love you,0
1139,yeah so i m playing at speyvalley in the challengetour pro am next wednesday nervous,0
1140,how utterly people with incurable stupidity in africa albino killings in malawi spark education campaign,0
1141,sikh temple vandalised in in calgary wso condemns act,1
1142,happiness vs joy happiness is temporary and leaves u hu joy last forever and never leaves real tru,0
1143,bitches hate and dislike you stalk you but you dont even know they even exist,0
1144,sadness ness insideout blue aquarela learning a weirdo glasses nerd rainyday,0
1145,flagday2016 flag day 2016 30 photos buy things about flag day 2016,0
1146,today should be a bank holiday the delivery package from god  is here iamhardstyle,0
1147,what has today s attitude to women got in common with that of norman bates psycho feminism hollaback,1
1148,note i was just able to pop this zit on my neck that s been there for days i ve beensqueezing it for days,1
1149, smiling has a positive effect on racist and first impressions,1
1150,todays festival outfit edm music love fashion dj,0
1151,you ll never find another me me myself selfie igers malaysia girls strong,0
1152, how u pregnant and fucking different niggas,0
1153, it s official hate breeds hate prejudice parenting,1
1154,obama joins the jackals ass america will miss obama when they realize trump will do nothing for them trumpism generationkkk,1
1155,people aren t protesting trump because a republican won they do so because trump has fuhered,1
1156,apple just introduc via  health healthy,0
1157,for months guitar player in at t direct tv commercial was just some generic washed up rock roll star is it really jon bon jovi,0
1158,that s harsh even in these post brexit xenophobia times what next a charity called send the bugg,1
1159,you are invited you can help 700 actions for peace povey sept 16 25,1
1160,council staff have been instructed by the anc to go slow and make the da look bad this was exposed a few weeks ago,1
1161,monitor has arrived 3,0
1162,smiling is infectious we ve been having fun passing on a smile in yr2 why don t you have a go smile,0
1163, good job on reducing a talented performer to her physical assets you misogynist douchewaffle ,1
1164,a good man or woman is measured by stable relationships with opposite sex not money parenting homosex cliches or semantics 2017,1
1165,carl paladino says michelle obama should live with a gorilla resign resignation stop,1
1166,that is why is systemic rather than just humanity being human it is power and reinforced each minute,1
1167, you might be a libtard if libtard sjw liberal politics,1
1168,keep in mind  is totally not but all whites are dumb,1
1169,no comment in australia opkillingbay seashepherd helpcovedolphins thecove helpcovedolphins,1
1170,weighed in a couple ounces lighter since the last meet after spring break and 2 awesome weekends almostatmtgoal powerlifting,0
